harmonisch,harmonious
auseinandergenommen,taken apart
traube,grape
helo,helo
zeynep,zeynep
receiver,receiver
bedürfen,require
crab,crab
feuchter,humid
minderwertige,inferior
fundbüro,Lost and Found Office
begünstigt,favored
hur,whore
morddrohungen,death threats
ausschaltet,switches off
bonn,Bonn
magenverstimmung,upset stomach
schreiende,screaming
einflussreichen,influential
wespen,wasps
suggestion,suggestion
besetzte,occupied
herzenswunsch,heartfelt wish
abzuschütteln,to shake off
stottlemeyer,stottlemeyer
blackbeard,blackbeard
müllers,Müller's
latex,latex
proton,proton
schwieg,remained silent
bareil,bareil
gleiter,glider
interessanterweise,interestingly
tayler,Taylor
shockley,shockley
abbau,dismantling
theory,theory
etta,etta
since,since
zenturio,centurion
ranghöchste,highest-ranking
anstandsdame,chaperone
zusammenzuleben,living together
hitch,hitch
brannigan,Brannigan
gefüllten,filled
erforderlichen,required
niederreißen,tear down
enthülle,reveal
teilchenbeschleuniger,particle accelerator
meisterhaft,masterful
oktopus,octopus
tweet,tweet
vorfahrt,right of way
nantes,Nantes
umhüllt,enveloped
iranische,Iranian
gt,gt
eskapaden,escapades
verwerflich,reprehensible
ehemaliges,former
pants,pants
geniest,enjoys
sympathien,sympathies
erhaschen,catch
minderjähriger,minor
malp,malp
irrgarten,maze
mascara,mascara
hauptproblem,main problem
ziemt,befits
pädophilen,pedophiles
navajo,Navajo
pinke,pink
ritualen,ritual
salto,salto
pumps,pumps
unbefugte,unauthorized
flitzer,speedster
molekulare,molecular
velvet,velvet
beiläufig,casual
brutales,brutal
transit,transit
einzubauen,to install
dahinterstecken,behind it
blickst,look
rachid,Rachid
vergnügungen,amusements
eiskalter,ice-cold
natuerlich,naturally
chaim,chaim
autohändler,car dealer
kursieren,circulate
mentalität,mentality
saftiges,juicy
militärschule,military school
bend,bend
einzuspringen,to step in
schlund,maw
tomás,tomás
mahidevran,Mahidevran
gargamel,gargamel
störenfried,troublemaker
harpo,harpo
rostiger,rusty
leihgabe,loan
stubenrein,house-trained
xin,xin
sprießen,sprout
halo,halo
unsicheren,uncertain
hierbleibst,stay here
kenshiro,kenshiro
kawasaki,Kawasaki
majestätisch,majestic
gepachtet,leased
ausschließt,excludes
haftet,liable
eton,Eton
steuerfrei,tax-free
westflügel,west wing
earls,earls
jahresende,end of year
absalon,absalon
jammere,lament
leichteste,lightest
schoßhund,lapdog
kilometerweit,for miles
glaubwürdige,credible
beschriftet,labeled
cervantes,Cervantes
loker,loose
oralsex,oral sex
streitwagen,chariot
einsatzbesprechung,mission briefing
aufblasen,inflation
rückmeldung,return message
klavierklänge,piano sounds
beats,beats
prügelte,beaten
einsitzen,imprisonment
caramba,caramba
seelenheil,salvation
byrd,byrd
waiting,waiting
erschreckende,terrifying
boulder,boulder
auswärtige,foreign
widersprüchlich,contradictory
arlena,arlena
kolumbianische,Colombian
tierverhalten,animal behavior
ödland,wasteland
piranhas,piranhas
mohawk,mohawk
eingegraben,buried
esperanza,esperanza
hortense,hortense
isch,isch
shrimp,shrimp
aberdeen,aberdeen
chronik,chronicle
unpersönlich,impersonal
tramp,tramp
gunderson,Gunderson
regionale,regional
lehrmeister,instructor
dolmetscherin,interpreter
legales,legal
eigenartigen,peculiar
markiere,mark
zerstör,destroy
pang,pang
northman,Northman
assimilieren,assimilate
tamsin,tamsin
rinaldo,rinaldo
tet,tet
abstürzte,crashed
krantz,Krantz
wievielte,which number
durcheinandergebracht,confused
finalen,final
justizvollzugsanstalt,correctional facility
jayne,Jayne
heilerin,healer
übersieht,overlooks
giraffen,giraffes
esta,esta
falschaussage,false statement
neubeginn,new beginning
nürnberg,Nuremberg
sackgesicht,sackface
geschlechtsumwandlung,gender reassignment
drinsteckt,inside
entziehungskur,detoxification
missbrauchs,abuse
eustace,eustace
geknebelt,gagged
rübergekommen,came over
bodega,bodega
gemüsegarten,vegetable garden
crewman,Crewman
watergate,Watergate
götterspeise,jelly
faultier,sloth
wochentag,weekday
lp,lp
fad,boring
studiengebühren,tuition fees
kontoauszüge,bank statements
bekämpfung,combat
untauglich,unsuitable
gottlose,godless
westwärts,westward
pferdedieb,horse thief
blinddarmentzündung,appendicitis
ausgeplaudert,spilled the beans
laos,Laos
zahnbürsten,toothbrushes
schichtwechsel,shift change
ungarischen,Hungarian
francoise,francoise
endloser,endless
biblischen,biblical
knack,crack
abdomen,abdomen
normalem,normal
hobart,Hobart
loukauskis,loukauskis
vertrautes,familiar
parkman,parkman
wilkinson,wilkinson
rausgeputzt,spruced up
mörderischer,murderous
reinpasst,fits in
hanf,hemp
einblicke,insights
wirbelt,swirls
tutet,toot
kalifornische,Californian
vize-präsident,vice president
angegossen,poured
wirbelwind,whirlwind
geplapper,babble
vane,vane
unerlaubtes,unauthorized
wiederzuhaben,to have back
ungeborenes,unborn
luck,luck
stammgäste,regular customers
marienkäfer,ladybug
siesta,siesta
yousef,yousef
elspeth,Elspeth
gerti,Gerti
ansprach,addressed
gestützt,supported
frittierte,deep-fried
abwasserkanal,sewer
minsk,Minsk
finanziere,finance
reichts,Enough
dry,dry
ausliefert,delivers
chesterfield,Chesterfield
probanden,test subjects
brustwarze,nipple
hate,hate
veruntreut,embezzled
zion,Zion
amazon,Amazon
carlsen,Carlsen
werwölfen,werewolves
lipgloss,lip gloss
rührende,touching
minder,less
forget,forget
verschlang,swallowed
weeks,weeks
geklemmt,clamped
verknackt,convicted
schaltung,circuit
koothrappali,koothrappali
brause,shower
geselle,journeyman
kehrseite,downside
umgangen,bypassed
angsteinflößend,frightening
dreyfuss,Dreyfus
persönlichkeitsstörung,personality disorder
stopfte,stuffed
schillinge,shillings
subtile,subtle
savonarola,savonarola
ehemännern,husbands
zufriedenstellen,satisfy
bray,bray
sauftour,drinking tour
schnuckelchen,sweetie
angeschwollen,swollen
ashford,ashford
sechseinhalb,six and a half
geschichtslehrer,history teacher
abfalleimer,waste bin
engagierten,committed
bagchi,bagchi
spam,spam
history,history
psychopathin,psychopath
schorsch,George
regenbogens,rainbow
kicken,kick
riccardo,Riccardo
suchtrupps,search parties
ehrerbietung,respect
erweckte,awakened
theatergruppe,theater group
fünftes,fifth
iz,iz
mcfly,mcfly
carrolls,Carroll's
herold,herald
reaktiviert,reactivated
brettern,board
feile,file
zugestehen,to grant
wehrlose,defenseless
lucian,Lucian
minne,love
putnam,putnam
gedämpftes,subdued
kaliforniens,California's
drexler,Drexler
verharren,remain
terpentin,turpentine
geisterbahn,haunted house
k-a-k-mann,k-a-k-mann
pay,pay
familienfoto,family photo
begebt,go
miraculix,Miraculix
trash,trash
angeklopft,knocked
magnetisch,magnetic
wedding,wedding
ausgefahren,extended
berücksichtigung,consideration
vendetta,vendetta
bussen,buses
rumgekommen,got around
nashörner,rhinoceroses
aufführst,perform
pantoffel,slipper
barn,barn
toshio,toshio
sosuke,sosuke
täufer,baptist
gegenmaßnahmen,countermeasures
sonstwo,elsewhere
pac-man,Pac-Man
glitzern,glitter
maitland,Maitland
satellitenschüssel,satellite dish
eingegrenzt,limited
executive,executive
anekdoten,anecdotes
escher,escher
sita,sita
amo,amo
uniformierte,uniformed
erwäge,consider
verstopfen,clog
beschworen,summoned
schwingst,swing
kaylie,Kaylie
erfolgreichste,most successful
goodson,goodson
familienerbstück,family heirloom
marcella,Marcella
kundinnen,female customers
gefangengenommen,captured
pathetisch,pathetic
rückstoß,recoil
hetz,hate
wicked,wicked
milliliter,milliliter
ausbeute,yield
bereitgestellt,provided
festungen,fortresses
ungehalten,impatient
durchschnittlichen,average
bereitschaftsraum,standby room
krankhafte,pathological
bastelt,crafts
eroberten,conquered
analysierte,analyzed
leichenbestatter,undertaker
verschnaufen,catch
dickdarm,large intestine
drückten,pressed
corned,corned
unanständige,indecent
kururugi,kururugi
wordsworth,wordsworth
samira,Samira
prager,Prague
ausgeholfen,helped out
arzneimittel,drug
gefolgsleute,followers
mcleods,McLeods
kipling,Kipling
bekanntgeben,announce
mühlen,mills
dutton,dutton
champagne,champagne
whipper,whipper
schnitzer,carver
zurückgeworfen,thrown back
klatsche,clap
lovers,lovers
hike,hike
basilikum,basil
wilkommen,welcome
misshandeln,abuse
schwerfällt,is difficult
sternenflottenkommando,Starfleet Command
kreuzweise,crosswise
zwölfte,twelfth
chrom,chrome
krycek,krycek
untersetzer,coaster
shumway,Shumway
fährmann,ferryman
kassiere,cash
sprengstoffe,explosives
guts,guts
zelena,zelena
wandelndes,walking
zerstreuung,distraction
verfallsdatum,expiry date
hohepriester,high priest
pilgerfahrt,pilgrimage
zankou,zankou
appétit,appetite
grimmig,grim
verderbe,spoil
durchsetzt,pervades
makes,makes
sting,sting
barkeeperin,bartender
gesetzliche,statutory
weihnachtsgeschenke,Christmas presents
verdufte,vanished
runterzukommen,to calm down
alpakas,alpacas
schlittschuh,ice skate
guineas,Guineas
stabilen,stable
sperrst,lock
thriller,thriller
auffahren,drive
gerockt,rocked
pim,pim
unachtsam,carelessly
somewhere,somewhere
eros,Eros
unterdrücker,oppressor
hardcastles,hardcastles
rumzumachen,to make out
fettnäpfchen,faux pas
t-bag,t-bag
chazz,chazz
leichentuch,shroud
exponentiell,exponentially
einschläfst,fall asleep
abklären,clarify
verlobungsfeier,engagement party
zeitreisende,time travelers
beethovens,Beethoven's
zin,zin
befahlen,commanded
merrill,Merrill
tommaso,tommaso
kopfwunde,head wound
tischdecke,tablecloth
wechsele,change
floristen,florists
ausflippt,freaked out
dune,dune
untersuchungsausschuss,committee of inquiry
zuschicken,to send
ruhmreichen,glorious
matador,matador
orwell,Orwell
belvedere,belvedere
familienfotos,family photos
solloway,solloway
feministin,feminist
objektive,objective
lebensläufe,CVs
wackel,wobble
designerin,designer
musen,muses
pollux,pollux
hochgradig,highly
kaufvertrag,purchase agreement
akuter,acute
silk,silk
molto,molto
abfällt,falls
hawes,hawes
elektronen,electrons
catco,catco
faselst,babble
hickok,hickok
oversight,oversight
abfüllen,bottling
mankato,mankato
ir,ir
odum,Odum
mittelklasse,middle class
fda,FDA
sauge,suck
erstellte,created
vida,vida
barrows,barrows
sardinien,Sardinia
zerocl,zerocl
schriftliches,written
bottom,bottom
beweisführung,evidence
besiegst,defeat
yung,yung
schamanen,shamans
atemlos,breathless
lar,lar
schnorren,begging
übereinstimmungen,matches
zoomen,zoom
gi,gi
meschugge,meschugge
rodolfo,Rodolfo
optimale,optimal
miley,Miley
affentheater,monkey business
impliziert,implies
bierko,bierko
dickson,dickson
arschbacken,buttocks
ausgekommen,got by
verbanne,banish
kaffeetasse,coffee cup
letze,last
auffinden,find
fehlzündung,misfire
mystery,mystery
mitzvah,mitzvah
bremen,Bremen
goofy,goofy
goetz,goetz
humpeln,limp
niyazi,niyazi
verschwören,conspire
felgen,rims
drüsen,glands
achter,eighth
brumm,hum
font,font
herumlungern,loitering
crimson,crimson
blocken,block
marietta,Marietta
bellevue,Bellevue
cardinal,cardinal
schwammen,swam
stierkämpfer,bullfighter
explodierten,exploded
muchas,muchas
holländische,Dutch
quakt,croaks
wehrdienst,military service
aufgesammelt,collected
checkliste,checklist
einher,accompanied
brava,Brava
abrasiert,shaved
darmody,intestinal issues
weltbesten,world's best
quetschungen,bruises
knallharter,hardcore
muslimische,Muslim
muhammed,Muhammad
verhilft,helps
zoë,zoë
willige,willing
chica,chica
erwachsenwerden,grow up
heiligt,sanctifies
unparteiisch,impartial
falco,falco
freds,Fred's
wirtschaftslage,economic situation
astronomen,astronomers
continental,continental
nahrhaft,nutritious
laila,Laila
entging,escaped
schlitzt,slits
festliche,festive
wire,wire
montauk,Montauk
westseite,west side
manfredi,Manfredi
amboss,anvil
aufzuteilen,to divide
jau,yes
beaufort,beaufort
lorena,Lorena
ietzten,last
forschungsarbeit,research work
markov,Markov
roddy,Roddy
lamborghini,Lamborghini
abgetrennten,separated
sechser,six
sonnenuntergänge,sunsets
trachten,traditional costumes
garaus,to hell.
fernrohr,telescope
höchststrafe,maximum penalty
fellow,fellow
akne,acne
angehabt,worn
yar,yar
rohypnol,rohypnol
rumgekriegt,got it sorted out
tuen,do
tätern,perpetrators
herausfordert,challenges
pharaonen,pharaohs
erdatmosphäre,Earth's atmosphere
mamba,mamba
stöße,impacts
belly,belly
nba,NBA
cilly,cilly
yumi,Yumi
klebrige,sticky
jean-marc,Jean-Marc
jeannette,Jeannette
bezirzen,charm
kaust,kaust
opus,opus
einzubringen,to contribute
kommandantin,commander
einsatzwagen,emergency vehicle
bekanntesten,most well-known
curie,curie
abschneidet,cuts off
took,took
überlegenen,superior
goody,goody
kunststoff,plastic
reliquien,relics
zugeknöpft,buttoned up
kamal,kamal
interdicted,interdicted
allee,avenue
beflügelt,inspired
umgänglich,easygoing
bereitstehen,be ready
indio,Indian
eingebunden,integrated
rekonstruiert,reconstructed
ridges,ridges
konkubinen,concubines
beschränkungen,restrictions
zutage,to light
getränken,drinks
forsch,bold
rosemarie,rosemarie
aristokraten,aristocrats
grounder,grounder
pritchett,Pritchett
clarisse,Clarisse
zentral,central
flussbett,riverbed
stressen,stress
symbolische,symbolic
aris,Aris
metalldetektor,metal detector
friedensvertrag,peace treaty
landwirt,farmer
dartmouth,Dartmouth
iso,ISO
hokkaido,Hokkaido
unmöglicher,impossible
südpazifik,South Pacific
abgehangen,hung up
sensibles,sensitive
athelstan,athelstan
vertrautheit,familiarity
ausgestochen,cut out
targaryen,Targaryen
fütterte,fed
gelula,gelula
geruht,deigns
2o,20
seelischen,mental
vijay,vijay
haushoch,towering
erhören,hear
abszess,abscess
einstiche,punctures
barbarei,barbarism
cork,cork
orin,orin
rinnt,trickles
hierzulande,in this country
namenloser,nameless
verteilst,distribute
wracks,wrecks
schmollt,pouting
möget,may
tuhan,Tuhan
uneheliche,illegitimate
pig,pig
vermögenswerte,assets
unsterblicher,immortal
chfbfa34,chfbfa34
oğuz,oğuz
eingebildeter,imagined
staatsanwälte,prosecutors
embryo,embryo
eichel,acorn
unbedacht,thoughtless
trödel,junk
metastasen,metastases
lebron,lebron
carolines,Carolines
milchprodukte,dairy products
fehlerfrei,error-free
schmieriger,greasy
timberlake,timberlake
packten,packed
beruhigte,calmed
überflüssige,superfluous
ely,ely
claypool,claypool
wundervollste,most wonderful
gemütliche,cozy
stromberg,Stromberg
spitzer,pointed
eindämmungsfeld,containment area
vegetarisch,vegetarian
langjährige,long-term
fulci,fulci
s01e04,s01e04
schreckhaft,frightening
bahnhöfe,train stations
willkommene,welcome
anbetung,worship
simulator,simulator
zurückzuschicken,return
mittelfeld,midfield
auszuzahlen,to pay out
führungsqualitäten,leadership qualities
entnehme,take
umdrehte,turned around
knicken,fold
saukerl,bastard
basisschiff,base ship
sakura,sakura
chronos,chronos
halloran,halloran
finny,finny
sokar,sokar
display,display
sondersendung,special broadcast
unwichtige,unimportant
kleingedruckte,small print
vandalen,vandals
leckte,licked
todeszeit,death time
tantiemen,royalties
viviane,viviane
liegende,lying down
bauwerk,building
liebenswürdigkeit,amiability
